brakePressureFL_bar,brakePressureFR_bar,brakePressureRL_bar,brakePressureRR_bar,engineTorque_Nm,roadWheelAngle_rad
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.600000000000001,15.600000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.8,15.8,15.8,15.8,0,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.8,15.8,15.8,15.8,0,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,0,0.0031979253383969393
15.8,15.8,15.8,15.8,0,0.0031979253383969393
15.8,15.8,15.8,15.8,0,0.0031979253383969393
15.8,15.8,15.8,15.8,0,0.0031979253383969393
15.8,15.8,15.8,15.8,0,0.0031979253383969393
15.8,15.8,15.8,15.8,0,0.0031979253383969393
15.8,15.8,15.8,15.8,0,0.0031979253383969393
15.8,15.8,15.8,15.8,0,0.0031979253383969393
15.8,15.8,15.8,15.8,0,0.0031979253383969393
15.8,15.8,15.8,15.8,0,0.0031979253383969393
15.8,15.8,15.8,15.8,0,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,1,0.0031979253383969393
15.8,15.8,15.8,15.8,0,0.0031979253383969393
15.8,15.8,15.8,15.8,0,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.8,15.8,15.700000000000001,15.700000000000001,1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,-1,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.700000000000001,15.700000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,1,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
15.600000000000001,15.600000000000001,15.600000000000001,15.600000000000001,0,0.0031979253383969393
